sentence1,sentence2,label
روسیې د اټومي وسلو په تطبیقاتو پيل کړی دی.,د روسيې د ولسمشرۍ د کرملين ماڼۍ له خوا په يوه خپره شوې خبرپاڼه کې ويل شوي چې ولسمشر ولاديمير پوتين د اټومي وسلو د تطبیقاتو نه په انلاين ډول ننداره وکړه,P
د ناټو عمومي منشي ینس ستولتنبرګ روسیې او ایران ته خبرداری ورکړ.,ینس سټولټنبرګ روسیې ته خبرداری ورکړ چې په اوکراین کې د تاوتریخوالی د زیاتولو لپاره له درواغو او بهانو نه کار نه اخلي او ایران ته یې خبرداری ورکړی چې په جګړه کې دې له روسیې سره مرسته نه کوي.,P
د جرمني ولسمشر د اوکراین پلازمینې کیف ته سفر کړی,د جرمني ولسمشر فرانک والتر شټاین مایر د روسیې او اوکراین د جګړې له پیل راهیسې د لومړي ځل لپاره اوکراین ته سفر کوي,P
په امریکا کې په یوې عالي لیسې وسله وال برید شوی,د امریکا د میسوري ایالت اړوند د سنټ لوئیس ښار په یوه عالي لېسه د وسله وال برید امله دوه تنه وژل شوي دي.,P
د سوډان په شین نیل سیمه کې په قومي شخړو کې ۲۵۰ تنو خپل ژوند له لاسه ورکړ.,په سوډان کې په وروستیو نښتو کې تر ۲۵۰ تنو ډیر کسان وژل شوي دي,P
د ناټو مشر د روسیې هغه ادعا چې اوکراین راډیو اکتیف بم کارولو ته اماده ګي نیسي رد کړه,"د ناټو عمومي منشي ینس سټولټنبرګ د روسیې هغه ادعا رد کړه چې ""اوکراین کولی شي په خپله خاوره کې د راډیو اکټیف موادو سره یو ""ناوړه بم"" وکاروي.",P
رشني سناک د انګلستان د نوي لومړي وزیر په توګه وټاکل شو,هندي الاصله رشي سناک د انګلستان د لومړي وزیر په توګه وټاکل شو,P
د قزاقستان پوځي دوکتورین نوی شو.,د قزاقستان ولسمشر قاسم جومرت توکایف هغه فرمان لاسلیک کړ چې په پوځي دوکتورین کې د بدلونونو په اړه وړاندیز کړی و.,P
"اروپا په ټولو برښنايي وسیلو لکه ټیلیفون ، کمپیوټر او داسې نورو کې یو ډول چارجر کارول منظور کړ","د اروپایی ټولنې غړیو هیوادونو د قانون هغه مقرره چې له مخې د ۲۰۲۴ کال د پيل راهیسې په ټولو بریښنایی وسیلو لکه زیرکو ټیلیفونونو ، ټابلیټونو ، کمپوټرونو او کمرونو کې د USB-C چارج کیبل اجباري کیږي تصویب کړه.",P
د شمالي کوریا او سویلي کوریا ترمنځ د سمندري پولو د سرغړونې په اړه کړکېچ روان دی.,د شمالي کوریا او سویلي کوریا ترمنځه دا ځل د سمندري پولو نه د سرغړونو له امله شخړه رامنځته شوې ده,P
د چين د دولت رئيس شي جين پينګ د درېيم ځل لپاره د چين د کمونست ګوند د عمومي منشي په توګه وټاکل شو.,د چین ولسمشر د درېیم ځل لپاره د ولسمشر په توګه ټاکل کیږي,P
بنګله دیش : میانمار د روهینګیا کډوالو د بېرته ستنولو سره هوکړه کړې ده.,بنګله دېش اعلان وکړ چې په ۲۰۱۷ کال کې د لاسلیک شوي تړون له مخې میانمار د روهینګیا کډوالو د بېرته ستنولو هوکړه کړې ده.,P
د مرکزي افریقا په هیواد چاد کې په مظاهرو کې په سلګونو تنو ته مرګ ژوبله اوښتې.,په چاد کې په مظاهره کوونکو خونړۍ مداخله شوې,P
امریکا ایران روسیې ته د ډرون او وسلو په ورکولو تورن کړ,په امریکا کې د سپینې ماڼۍ د ملي امنیت د شورا د ستراتیژیکو اړیکو مشر جان کربي ویلي چې ایراني پوځي پرسونل د روسیې سره د کیف په بمبارۍ کې مرسته کړې ده.,P
د انګلستان لومړۍ وزیرې لیز تروس استعفا وکړه.,د انګلستان لومړۍ وزیرې له خپلې دندې استعفا وکړه,P
ولسمشر اردوغان د رسمي سفر په ترڅ کې اذربایجان ته تللی,د تورکیې ولسمشر رجب طیب اردوغان چې د اذربایجان د ولسمشر الهام علیوف په بلنه دغه هیواد ته په یو ورځني کاري سفر تللی د دغه هیواد زنګیلان ښار ته ورسید.,P
د اوکراین بهرنیو چارو وزیر : تورکیه زمونږ سره په حیاتي برخو کې همکاري کوي,"د اوکراین د بهرنیو چارو وزیر دیمیترو کولیبا وویل چې دوی، د تورکیې په متوازنې ډیپلوماسۍ ډیر ښه پوهیږي او تورکیې تل د اوکراین نه ملاتړ کړی او ملاتړ ته دوام ورکوي.",P
ماکرون په پاریس کې د ستر جومات د سلمې کلیزې په مراسمو کې ګډون وکړ,د فرانسې ولسمشر ایمانویل ماکرون په پلازمینه پاریس کې د ستر جومات د بنسټ ایښودلو د سلمې کلیزې په مراسمو کې ګډون وکړ,P
د روسيې د اټومي انرژۍ مشر : په سینوپ کې مو د اټومي بټۍ د جوړولو په خاطر د تورکیې سره مذاکرات پيل کړي,د روسیې د اټومي انرژۍ د ادارې ( روس اټوم ) عمومي رئیس الکسي لیخاچیف اعلان وکړ چې دوی د تورکیې په سینوپ ولایت کې د اټومي بټۍ د جوړولو په اړه له تورکیې سره خبرې اترې پیل کړي دي,P
روسیې د اوکراین په الحاق کړو ۴ سیمو کې بیړني حالت اعلان کړ,"د روسیې ولسمشر ولادیمیر پوتین د اوکراین په الحاق کړو څلور سیمو دونیتڅک، لوهانسک، خرسون او زاپوروزیا کې د بیړني حالت د نافذولو فرمان لاسلیک کړ.",P
د فرانسې د سمنټو تولیدونکي کمپنۍ لافارژ اعتراف وکړ چې د داعش ترهګرې ډلې سره یې مرسته کړې.,مشهورې فرانسوي کمپنۍ د داعش ترهګرې ډلې د مالي مرستو په اړه اعتراف وکړ,P
سویلي کوریا ویلي چې شمالي کوریا د دوی ترمنځ په بې طرفه سیمه د توپخانې بریدونه کړي دي.,شمالي کوریا د سویلي کوریا پولو ته نږدې په یوې برطرفه سیمه د توپخانې بریدونه کړي دي,P
اروپايي ټولنې د صربستان څخه هر څه ژر د نامنظمې کډوالۍ د مخنیوي غوښتنه وکړه,اروپايي ټولنې له صربستان څخه وغوښتل چې ژر تر ژره د اروپایی ټولنې خاورې ته د هغه کډوالو د تګ راتګ مخه ونیسي چې دې هیواد ته پرته د ویزې د سیاحت کولو د امکان نه برښمند دي.,P
"ینس سټولټنبرګ : که روسیه د اوکراین پر وړاندې له اټومي وسلو کار واخلي، جدي عواقب به ولري.",ستولتنبرګ : ناټو د روسیې سره د جګړې پلو ندی.,P
د هند په اتراکنډ ایالت کې یوې چورلکې سقوط کړی دی.,په هند کې د چورلکې د سقوط له امله د پیلوټانو په ګډون ۶ تنو ژوند لاسه ورکړی,P
د روسیې او اوکراین ترمنځ ۲۱۸ تنه جنګي اسیران او بندیان تبادله شول.,د روسیې او اوکراین ترمنځه تر ننه پورې تر ټولو ستره د جنګي اسیرانو او بندیانو تبادله وشوه,P
روسیې د اوکراین په پلازمینه کیف کې د انرژۍ یو مرکز برید وکړ .,روسیې د اوکراین په پلازمینه کیف کې د انرژۍ یو مرکز په نښه کړ .,P
جرمني حکومت د اټومي انرژۍ بټیو د فعاله ساتلو پریکړه وکړه,د جرمني حکومت چې په هیواد کې د اټومي انرژۍ پاټې بټۍ د روان کال تر پایه د تړولو ژمنه کړې وه د انرژۍ د بحران له امله د فعاله ساتلو پریکړه وکړه,P
د روسیې یوې سوخو ۳۴ ډوله جنګي الوتکې سقوط وکړ.,په روسیه کې په یوې ودانۍ د جنګي الوتکې غورځیدو له امله په لسګونو تنو ته مرګ ژوبله اوښتې,P
د المان د روغتیا وزیر : په هیواد کې د انرژۍ د بیو د لوړوالي له امله کیدای شي ډیری روغتونونه وتړل شي,د آلمان د روغتیا وزیر کارل لوترباخ ویلي دي چې په هیواد کې د انرژۍ د تورم د بحران له امله روغتونونه د بندیدو له ګواښ سره مخامخ دي.,P
د اوکراین په پلازمینه کیف کې څو پرله پسې چاودنې وشوې.,د اوکراین په پلازمینه کیف نن سهار یو ځل بیا بریدونه شوي,P
